file_name,XMin,YMin,XMax,YMax,Marker 1 Intensity,Marker 2 Intensity,Marker 3 Intensity,Immuno Cells,Normal Cells,Cancer Cells
Halo_Synthetic_Example_1,5.742228727173956,49.32543972752517,22.659348852620667,69.9550397081612,9.852010980680841,99.27394237309159,51.65952059096746,0,0,1
Halo_Synthetic_Example_1,4.729148299774641,49.531301858924266,23.82269457598794,68.31874411132053,10.681711492103902,98.81458341045698,50.49764543542651,1,0,0
Halo_Synthetic_Example_1,5.342013367193215,51.53724106543662,24.505854006088462,70.59585508556506,10.86189770155771,98.75936730368612,49.200406929696875,0,0,1
Halo_Synthetic_Example_1,6.262951722432079,49.507432637049604,25.947902637258366,68.6967737091305,11.528701736698563,100.2609478307425,50.47867557559418,0,0,1
Halo_Synthetic_Example_1,3.854536466332979,48.5390565226823,24.504129431720166,68.88363578270497,10.014970646717503,101.47075725223995,51.23937548165073,0,0,1
Halo_Synthetic_Example_1,4.2266509694481345,49.38809867298646,24.745431719498715,70.28079731883423,10.076357885308868,99.76008399691784,51.280702597828096,1,0,0
Halo_Synthetic_Example_1,6.877675288931835,49.14299284481859,24.285418385021572,69.76969832099326,9.122177789419744,100.81956338810951,48.29613421561065,0,1,0
Halo_Synthetic_Example_1,5.5976257756979075,49.54764370806846,25.70000268007035,69.13290868257533,9.740882881116491,100.92193846998634,50.48037861206447,0,1,0
Halo_Synthetic_Example_1,4.326225958455735,50.28577550849352,24.967703762026087,71.15730217509247,10.104181716857882,99.85057887435029,50.32511948899972,0,1,0
Halo_Synthetic_Example_1,4.31994763136378,51.25334598494701,26.92852367125912,68.59502645526459,10.349091369681075,100.89170386622483,49.25776148293217,1,0,0
Halo_Synthetic_Example_1,2.787460393932093,49.48649556537354,24.700076816718486,69.93320650335,10.511855222673807,100.35183759897339,51.174122284704964,0,1,0
Halo_Synthetic_Example_1,6.945825712902896,50.443665625973175,28.10142553689791,70.15122874690493,10.076336602362831,101.13108096178748,49.033240334207726,0,1,0
Halo_Synthetic_Example_1,4.410787494152032,50.87117321641834,24.006396041486976,70.5704521016737,9.261349377236764,99.98259797711516,50.077326250779365,1,0,0
Halo_Synthetic_Example_1,4.9859721038073985,50.14930076412262,25.08295336136389,70.94227309765895,8.212490190775366,102.08890792314412,48.25272311331093,0,0,1
Halo_Synthetic_Example_1,5.549094799729947,49.44233953923326,25.947712817266556,68.38754818495079,10.378692767543036,103.10390653628279,50.77677187440399,0,0,1
Halo_Synthetic_Example_1,4.83796854390073,48.77547533863069,25.80318036418876,71.44711830063298,10.44639423865395,100.07833376242816,52.713842395602555,0,0,1
Halo_Synthetic_Example_1,5.030402282292025,50.02050647158784,24.265866045195512,69.94074831955338,11.235104321492765,101.9163929010408,49.47934976444471,1,0,0
Halo_Synthetic_Example_1,4.924827812912045,50.98229565243447,25.295873808689517,70.14831028768644,10.474320076990718,100.07671182196586,51.75212934778194,1,0,0
Halo_Synthetic_Example_1,4.730711736017516,48.92186667079573,24.864545320282947,69.30288145856778,11.307884076762813,102.2053066449168,50.606430506901965,0,0,1
Halo_Synthetic_Example_1,6.113872204165921,49.59194550627762,25.968348044852622,69.66296367963649,9.704527642269277,101.58796819680933,51.216195315446896,0,1,0
Halo_Synthetic_Example_1,4.799375192176359,49.24179372119147,23.783774501277122,69.24099345003214,10.46533624832737,99.88471669304003,48.887715862063146,1,0,0
Halo_Synthetic_Example_1,6.014334711631556,52.073387933330665,25.10352270991871,70.25925198781786,7.761713297428573,100.49990810512347,49.446658319835755,0,0,1
Halo_Synthetic_Example_1,3.053667581024908,48.80385804653502,26.517590632492272,69.31296491553526,10.110200167231632,98.86719624446503,48.006798062267016,1,0,0
Halo_Synthetic_Example_1,8.561999393964665,49.91143303421859,24.33587996655129,69.55784379414234,9.070322992832137,100.21631464180707,48.17704900470713,1,0,0
Halo_Synthetic_Example_1,5.602467474031725,49.42947187543007,25.279016124511553,70.8337766138733,8.962721533111207,100.10213959951643,48.84674129536325,0,1,0
Halo_Synthetic_Example_1,4.256730249768979,53.19110626471098,25.344283125595314,69.82581075541576,9.032343487529689,100.4993488239032,50.079241850018875,0,0,1
Halo_Synthetic_Example_1,6.0338043151250496,50.37205090310439,25.40759521332232,69.38780825496362,10.507178816895982,102.72240111405769,49.48811682017987,0,1,0
Halo_Synthetic_Example_1,4.147877594816575,50.561085926849785,25.762494044365226,69.71406716525627,10.19719399004776,101.7379148631092,51.68076433202914,0,0,1
Halo_Synthetic_Example_1,4.078698663434324,50.1905409831871,26.42194372076807,70.90858466280098,10.583480108494033,99.51486118442598,49.339899774910364,0,1,0
Halo_Synthetic_Example_1,3.697475958255521,50.596767334414416,24.88648511052894,70.72707582477253,10.069294378671364,98.94881853619151,49.72322603458158,0,1,0
Halo_Synthetic_Example_1,5.555697527497916,50.468778564581974,24.45093432566232,70.0672538875617,9.814979235478935,101.24381739325689,52.78197179145429,1,0,0
Halo_Synthetic_Example_1,5.973601982161268,48.928519684541996,25.024698132469954,70.89846547576234,10.250236235184099,101.48019410272937,50.59808557105165,0,1,0
Halo_Synthetic_Example_1,4.746518873913783,50.83773707969782,26.507016403984455,70.35310286528096,11.293884626266811,100.1209471256592,50.54892519833533,0,1,0
Halo_Synthetic_Example_1,4.239268511327594,49.93663595001097,25.53975655138077,70.00804755470672,8.375054992066733,100.59220684236954,48.809805357739066,0,0,1
Halo_Synthetic_Example_1,5.079542989442566,47.89697530516069,26.82743469532973,69.22189013131818,9.77573110011201,100.13345717072504,50.32605077386693,0,0,1
Halo_Synthetic_Example_1,4.29041916632848,49.25707199275953,26.30266623234145,69.38932316900198,8.689041064986315,101.18418601491737,48.722569306872664,1,0,0
Halo_Synthetic_Example_1,5.232725656403737,49.86764949968941,24.8540111599631,69.9109496310107,11.676601194787107,99.83297286993248,48.848761171803815,0,1,0
Halo_Synthetic_Example_1,5.76628609361971,50.52834233652189,26.783105902519264,69.93768459760355,7.966104089638405,100.77754453757642,50.93866491920019,1,0,0
Halo_Synthetic_Example_1,4.820015636203281,50.39154074873977,23.95742353735085,70.71310051474025,11.984947396453471,99.08085756631371,50.44403663774136,1,0,0
Halo_Synthetic_Example_1,4.152612227336494,49.51494841160499,23.450122542454277,69.15691734958534,9.561921334393775,100.28346828871582,50.262472281738454,1,0,0
Halo_Synthetic_Example_1,5.268849364049207,48.96691690058157,24.49417786188949,70.16338241918575,9.175614707060536,98.50241017625478,48.43894937911608,0,1,0
Halo_Synthetic_Example_1,5.733880512665585,49.63972080977999,24.414667169317173,70.0032316796972,10.64617410192679,101.28709925640523,50.27951617258014,0,1,0
Halo_Synthetic_Example_1,4.898115575521676,50.30287388770676,23.8743904546331,70.03515414379022,11.106514968745845,101.02525450988638,50.637305494119616,0,1,0
Halo_Synthetic_Example_1,2.395887074397782,47.53627219525754,25.1405500615284,70.02567958374284,8.301244446293579,98.91088930495725,49.23964268280412,0,0,1
Halo_Synthetic_Example_1,3.4364103974828453,49.69028207265396,24.54423179599609,68.70583040076909,10.115076278623059,100.38773185194648,49.421001034201815,1,0,0
Halo_Synthetic_Example_1,4.845747781616719,49.715332184280534,24.927904820209516,69.3109468569877,9.180672003413013,99.30617511242949,49.56665208348457,1,0,0
Halo_Synthetic_Example_1,4.852101011022799,49.13185576969687,23.79058747324407,68.65217525706534,10.56465623923182,98.5795214640374,49.23329427232395,1,0,0
Halo_Synthetic_Example_1,4.0788980023622745,51.72722189062531,23.836593274463354,69.36557501913249,9.40498118218571,100.48363170055477,49.97230140470324,1,0,0
Halo_Synthetic_Example_1,4.409290986199143,51.340480551588776,26.396495071700578,69.83476681260241,11.242063613788524,99.7809721624894,49.70916478833254,0,1,0
Halo_Synthetic_Example_1,4.538131239733202,48.55013956224695,24.521872413126527,70.40529489978726,9.41555660530198,99.52015996228066,50.273931978925596,1,0,0
Halo_Synthetic_Example_1,4.407943985235602,51.61646095900169,26.26652856431501,69.90170101401353,9.29272053427051,101.15893172750526,51.45874773721677,1,0,0
Halo_Synthetic_Example_1,4.176679628369134,49.93778895425208,24.585748621734602,71.65439575567387,8.872045824245761,98.39690506526114,50.16340140727299,0,0,1
Halo_Synthetic_Example_1,4.889581506839307,50.31502719651523,25.189776856895424,68.22534654654555,10.952195902981513,101.01330445118346,47.61399862132758,0,0,1
Halo_Synthetic_Example_1,6.072716459482677,50.70574370572758,24.134901890698785,68.58034596480499,8.630469528393615,99.06868301929664,49.18150950819245,0,0,1
Halo_Synthetic_Example_1,5.031194604236933,49.49433290020154,24.479857100200856,69.65691217254313,9.024593091306368,99.96276270499422,48.74487020278427,1,0,0
Halo_Synthetic_Example_1,4.431856839725897,49.500608837856475,23.179128389173947,72.29386068284794,9.060397171384743,99.20725261833596,49.113116935887625,0,0,1
Halo_Synthetic_Example_1,3.897514523493344,48.10399815788986,25.242461789107182,70.58840915046692,9.987787189476894,100.70141748776778,49.50816989863568,1,0,0
Halo_Synthetic_Example_1,4.6263036377953775,49.010318396004365,27.132844200390068,70.47754340536547,8.692811269283967,100.4728766344808,50.52133451228128,0,1,0
Halo_Synthetic_Example_1,5.667996336664195,49.46153829755994,23.337683492930534,69.33941202684198,10.216895716478266,99.50260269835822,48.94617679507121,0,0,1
Halo_Synthetic_Example_1,6.27474207931292,49.63422035613894,24.41438254438841,68.74092216879264,10.829190291439435,98.9578279001817,50.278085399347326,0,0,1
Halo_Synthetic_Example_1,5.077026140030127,48.05003859797258,24.156550294585763,70.63584641848391,10.59353786404258,100.16767822954704,51.32125334057299,1,0,0
Halo_Synthetic_Example_1,5.317854100598815,50.195484671565964,24.444122470515083,69.82269250826938,10.039697842250238,97.86740734190107,49.96091566786188,1,0,0
Halo_Synthetic_Example_1,6.119225569412493,48.90750849449229,26.266068111234087,70.63951969138503,11.649151664259369,100.18026095822286,48.55264276368116,0,1,0
Halo_Synthetic_Example_1,6.727166400656983,50.260007549897196,25.0021671225976,70.22520675104508,10.88359536857069,99.79292663191978,50.09315295673998,0,0,1
Halo_Synthetic_Example_1,3.7190841944446027,51.37528909947347,24.444510342291547,69.46312432511903,11.928109493156272,98.1275567145305,50.11999428287121,0,0,1
Halo_Synthetic_Example_1,5.084491052194501,50.3696268611431,24.20261787859278,69.59651976169691,11.148779451861623,100.56745733266342,49.11081912427125,0,1,0
Halo_Synthetic_Example_1,4.553676394038562,49.78706989868626,24.40847393434598,69.988653622126,10.829055758119873,100.99019687168654,49.94256859591986,0,1,0
Halo_Synthetic_Example_1,4.5557219880469955,51.0655793376052,24.81347926232057,69.41642580152991,9.805087330069465,99.05191861060473,50.08714623568939,0,0,1
Halo_Synthetic_Example_1,4.638553450096899,48.44582904075254,25.112822419312607,69.77806476306434,11.348211953086492,99.65682798648285,49.101667311772545,1,0,0
Halo_Synthetic_Example_1,6.169529373387887,48.52418360137388,24.625483889383144,69.56896658009092,9.202442880479524,100.59253266046514,51.03306218225541,0,0,1
Halo_Synthetic_Example_1,5.505002807425266,50.50155297720589,25.132998089095477,69.64109967535961,10.254548679600418,100.18714587458757,50.438444237423575,0,0,1
Halo_Synthetic_Example_1,6.529351561677403,51.36457063004822,25.39672022404539,70.35450917963595,8.296316234064346,98.50317980583702,49.78261858075908,0,0,1
Halo_Synthetic_Example_1,4.8306385496222655,48.86142953914268,25.382730328056304,70.3596788196183,8.94338066537575,99.94270610525021,51.03630305798619,0,0,1
Halo_Synthetic_Example_1,3.992673370370576,49.09870670900082,24.120798171784383,69.2976314455648,10.855569669856438,100.45372121779029,49.67779474888525,1,0,0
Halo_Synthetic_Example_1,4.347704570807116,49.20060495624146,26.29276734708456,70.06403323735877,8.964866812950625,101.89485992663474,48.657107480257345,1,0,0
Halo_Synthetic_Example_1,6.490666454138726,49.69084344145415,24.519738374313913,71.76105905307166,9.049242875544246,101.25613105732259,51.69897521013537,0,1,0
Halo_Synthetic_Example_1,4.584311797921942,50.060422100305594,24.332979685873372,70.02977533982953,10.813998768842328,100.20782143808319,51.81696791537775,0,0,1
Halo_Synthetic_Example_1,3.7682362446363054,50.25749878767969,25.620204707593345,70.52318405441773,9.692036018365483,100.81415127461041,49.669200420309515,1,0,0
Halo_Synthetic_Example_1,4.223407481168302,50.235798097044864,25.526143703762404,70.34057367536487,8.099818244805164,99.40268333593262,49.881578487833096,0,0,1
Halo_Synthetic_Example_1,4.699067567569501,51.160662743911516,24.885621816816627,70.21677647851945,8.367527814682276,99.21997456737864,48.58182654694498,1,0,0
Halo_Synthetic_Example_1,4.646047989314815,50.74702536435973,23.358562223749374,69.5746914479292,10.397922822223128,99.39731082460604,50.919383156437235,0,1,0
Halo_Synthetic_Example_1,6.120817738203707,50.30807577440127,23.896278747386614,69.87109090470696,10.519235491811134,97.58866570092486,50.488678119651716,0,1,0
Halo_Synthetic_Example_1,6.104178229701825,51.31558776972993,24.480533836466137,69.55150220632048,10.013907119466246,99.78364290014868,48.60679087054988,0,0,1
Halo_Synthetic_Example_1,3.618417988290145,50.41442114228624,25.758638128080857,69.8857720645461,9.490382525781692,99.54277701508599,48.317199187671584,0,0,1
Halo_Synthetic_Example_1,4.369656881431217,49.228221144784555,24.928962523658626,72.17220075923312,9.293554533369463,100.03605403632518,51.23193774772697,1,0,0
Halo_Synthetic_Example_1,4.022616968736443,50.085138693818955,24.38805608040836,67.89304183521699,10.09948322371563,100.19632101305838,50.701247468931776,0,0,1
